age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,distraction_score,addiction_level,productivity_score
30,11.11,9.16,3.76,6.236284,177.45602,79.82,8.007,High,-2.1019323
29,,1.89,1.46,8.774473,288.47763,,7.117,Low,18.978668
31,3.3828301,1.7866023,4.763441,6.0882087,233.15532,95.0254,3.125953,Low,59.353146
30,,5.037609,1.4845372,5.849076,596.994,90.02362,13.571179,Medium,5.6161804
29,5.3402705,2.4966607,6.7463317,5.952357,261.63354,99.825905,6.5441394,Medium,66.56503
35,11.094338,5.2394156,3.5796173,7.5683823,219.89842,98.20027,9.177939,Medium,54.761124
20,5.2093787,5.094894,4.327607,6.404781,61.603413,99.24755,-1.9106419,Medium,57.67262
39,10.758693,9.016236,4.454359,6.366027,241.28845,88.580315,6.2649384,High,5.938754
33,,3.7609863,0.4296372,7.8074512,286.8199,100.0,,Medium,18.629166
15,,,2.4424043,9.429758,138.77304,99.61623,,Medium,28.328096
38,11.31992,6.3009906,1.635447,3.6490963,138.9365,75.89268,7.146192,High,0.0
35,7.668174,7.033144,4.995851,7.243713,121.34461,96.794365,,High,53.771454
28,5.757639,3.1208003,7.1219487,3.8787322,,100.0,1.7623137,Medium,95.570854
28,3.1266751,1.7282294,2.3713725,7.347102,129.84688,96.16677,2.25888,Low,40.76062
16,5.9896183,4.413477,2.6993139,6.884837,237.45721,99.64554,7.970234,Medium,6.666563
30,10.841995,4.731415,2.9793978,3.8753798,449.391,100.0,6.8640604,Medium,9.484762
,8.000505,4.1354775,0.0,7.4003844,93.99162,100.0,6.5051785,Medium,0.0
38,8.584425,5.75348,2.4718928,7.4870353,234.13124,100.0,5.94081,High,2.8349168
31,10.34125,5.40436,6.815167,4.8443885,263.93378,96.816895,6.7570515,Medium,56.22131
29,9.944671,6.233775,2.8696814,4.9666266,237.58891,76.508095,5.2988133,High,0.0
23,5.4370704,1.9395101,2.2038908,4.348049,221.8769,100.0,2.380653,Medium,0.0
35,9.750045,6.612593,6.6508646,3.2970788,318.99472,99.15295,8.307763,High,22.934132
18,5.9690824,2.5676904,7.3195887,6.892752,296.7696,100.0,7.6241045,Medium,53.654095
23,1.9714422,2.1909065,4.9837976,5.5983844,223.55385,100.0,3.7320614,Medium,40.676792
18,7.093525,5.0017,4.40844,5.5249476,17.454603,100.0,4.8938923,High,14.633348
,4.9972825,3.1087577,4.0926647,6.733185,,98.58304,,Medium,40.841114
17,7.2630033,3.016305,2.48788,8.537105,147.14618,100.0,1.5877831,Medium,45.226837
23,6.31872,2.5876307,6.565788,5.563112,71.03639,97.61756,3.2987401,Medium,75.14446
38,6.5893855,2.718088,4.507981,5.2124,149.49843,100.0,2.7752109,Medium,14.521698
19,6.5192666,3.9773552,2.8661075,5.0455184,40.088577,100.0,3.4533339,Medium,10.288574
27,8.12764,6.5555353,2.845944,4.571333,69.675964,86.25643,0.032592036,High,0.0
19,6.2784925,2.7081974,5.202783,6.7736444,208.78142,99.348145,5.203942,Medium,
18,5.9649887,,3.2107465,7.3064246,220.33945,100.0,7.8314433,Medium,27.137117
29,8.416151,7.549179,,6.6832805,56.811085,100.0,4.5278053,High,21.134476
23,5.402654,2.4736288,,4.419648,309.75992,96.056816,6.140079,Medium,81.48849
18,5.4317365,5.107476,5.5116,5.5428967,231.5088,98.90209,5.589901,Medium,53.908398
33,8.169588,3.4277132,,4.676215,92.596115,100.0,,Medium,31.406048
20,12.5973835,5.920831,0.0,8.033173,291.24713,75.39847,11.527037,High,4.9037886
34,7.1616316,6.829424,2.5474906,8.680842,35.20864,99.19027,4.774289,High,30.847103
28,5.8459063,3.551201,6.7264614,6.563606,165.50815,100.0,2.7154016,Medium,70.15722
22,8.305311,6.6534066,7.600681,4.0745773,54.33064,,1.6552677,High,32.10638
28,11.510356,,7.186772,6.015854,144.56987,97.48091,3.3314457,Medium,47.644264
38,3.2459526,2.3960886,5.4003663,8.136409,198.977,99.3289,5.2758017,Medium,79.26135
39,6.2658925,2.854416,1.3409008,6.361783,238.57219,91.20387,6.8623967,Medium,7.8563843
22,7.830694,3.3443227,3.0225947,8.102147,,100.0,2.7708764,Medium,18.746029
28,3.1492968,0.8082766,0.0,4.267572,251.20457,92.9593,8.243439,Low,6.714906
30,8.2100115,2.0286849,5.5111556,7.4247665,229.3792,99.88252,6.837155,Medium,64.16274
22,7.341213,4.7753325,3.9958062,6.0660524,198.86429,96.90871,4.8555546,,8.262439
36,12.512857,,3.531202,4.0414977,27.208357,99.842064,7.417461,High,38.04216
25,8.464157,,6.6192765,6.4977384,269.7772,100.0,6.8499513,Medium,48.25322
36,6.837348,2.9014933,5.680343,5.511377,144.50621,100.0,1.356951,Medium,70.13582
18,11.110547,7.1505075,3.1411989,7.1591926,21.216017,100.0,6.845244,High,0.0
16,3.9134717,2.0447068,2.6997273,4.871461,199.44159,100.0,3.3466043,Low,
31,5.688773,3.340394,4.492879,5.0270853,254.50926,96.76217,12.518109,Medium,30.803946
25,6.1257067,2.4495516,1.9260417,9.234024,209.3575,100.0,5.671845,Medium,46.566387
23,,7.1892,0.37215796,8.972861,268.65698,85.03556,6.660663,High,0.0
18,7.337776,5.876048,3.5837386,5.809767,36.840084,98.669876,6.730393,High,23.776287
34,7.8466735,3.7378652,7.106325,,249.61569,96.9849,6.562217,Medium,47.43678
30,5.944915,4.5629086,5.837052,7.397194,79.989044,100.0,3.224095,Medium,54.589928
28,11.246964,7.17673,6.3953934,6.7111115,37.28225,94.56482,,High,62.968563
16,5.980501,2.934368,5.6786237,5.413786,225.66232,95.221596,2.9698296,Medium,51.56901
,12.060967,6.5507913,5.341965,,112.040054,99.49512,2.2265332,High,0.0
,8.410278,3.3724697,7.6467566,4.005681,237.44775,100.0,10.458816,Medium,54.982464
18,2.8490689,1.9117545,4.4484906,5.5224543,95.01783,96.820145,-1.2451212,Low,63.371986
29,10.537652,8.553963,2.0807896,8.786426,265.5994,76.8456,13.123895,High,0.0
33,,9.795796,4.897563,6.9020753,536.58496,,,High,0.0
29,6.036736,2.7507157,5.8414335,7.8426814,167.68213,98.55884,4.861324,Medium,71.51623
17,4.6460085,1.7076398,3.9665473,6.2156963,243.28215,,4.9537244,Low,38.71882
27,10.573171,2.1479468,,,210.00601,100.0,9.467686,,19.80349
18,3.427589,1.8226187,7.105889,8.931155,54.091152,100.0,-0.83013827,Low,99.43851
29,,,4.4336247,4.7966647,150.746,95.63136,1.7841088,Low,
28,10.505218,4.06236,7.431555,8.028729,112.351875,95.60548,6.5078683,High,56.312977
,1.3345882,0.600203,6.652418,5.848844,,100.0,,Low,85.54481
39,10.040028,6.301341,0.3634096,5.214917,,99.83457,,High,0.0
29,5.918329,2.3298535,0.0,5.184701,288.64532,80.17019,8.509417,Medium,3.3524916
35,6.1482964,5.737957,1.708932,4.5261626,150.59053,87.20013,6.8422503,High,3.710723
35,4.6054554,2.512101,5.845873,6.61991,26.4547,96.29471,4.731022,Medium,72.16827
34,3.4842913,1.7476888,6.4225554,5.547059,274.76886,97.84413,9.371641,Medium,74.113075
25,4.4536486,2.893902,1.6563274,7.3228316,127.090256,98.80933,0.5843927,Medium,18.303673
29,8.955124,7.0495415,7.0254097,5.2286105,0.0,98.52216,4.349466,High,31.782692
16,11.975354,9.472178,8.186853,4.151768,129.52444,84.183426,4.0486984,High,4.9594193
39,,7.115011,6.0620627,7.034743,199.31429,91.136246,,High,4.0353694
25,10.854065,,0.16685225,,277.56287,62.501976,9.7441845,High,0.0
,4.2728443,2.3603086,4.7440977,4.7326674,145.57036,100.0,2.313189,Low,58.369263
19,4.322168,2.8689284,6.95965,4.6208215,,100.0,,Medium,59.04056
16,10.480957,8.784694,0.88164854,6.060883,229.33449,77.17766,4.8072696,High,7.4596543
31,10.082497,8.103095,5.281293,6.374848,293.2639,83.38247,12.111732,,24.487778
20,5.7221837,1.8001211,7.7537413,6.5170913,134.69455,100.0,4.9225802,Low,78.987366
36,7.1283584,2.560865,2.7343957,5.178549,55.106377,100.0,3.7103674,Medium,10.960245
37,5.9274964,2.5218756,6.605707,6.029091,148.14622,100.0,1.9073061,Medium,43.892105
29,,2.5393426,7.142826,6.666617,336.52814,99.52951,11.214875,Medium,75.51673
20,5.547919,3.8973217,7.129028,7.9257874,258.30057,98.05265,5.5719466,Medium,80.42818
36,8.669231,8.008269,8.446002,4.976314,233.02415,100.0,5.208762,High,44.251583
29,4.7809086,4.190805,5.6303296,8.8036375,66.95705,100.0,-1.3500408,Medium,56.499332
17,11.436021,3.2673223,0.64651287,3.8223345,165.67537,,9.811945,Medium,8.528988
31,,7.8375173,6.899869,8.036515,162.86293,99.23137,,High,
32,4.5375996,4.3059773,2.6308548,8.446311,66.90527,100.0,3.2380106,Medium,39.17183
33,3.6117325,0.66769195,,5.095991,107.73093,96.69571,,Low,66.62484
29,3.6763802,,7.784516,7.3087773,137.522,100.0,3.4228058,Low,100.0
18,7.006652,,3.03616,7.5200872,167.86592,97.50743,6.283051,Medium,31.131996
23,3.4998646,1.5481397,3.6135688,4.351136,117.02313,100.0,2.2952414,Low,51.502293
21,8.616713,,6.0112066,7.881122,119.177444,100.0,5.8967824,High,35.742886
34,11.153103,4.0824704,2.7488668,8.230369,280.8169,96.62996,12.169055,Medium,
27,6.129537,4.5654693,6.9164667,6.935673,184.23378,100.0,7.6664677,Medium,62.766193
36,5.3462415,3.880938,6.566688,4.569501,112.35974,100.0,0.6085142,Medium,
27,,9.705206,8.264947,6.551656,0.0,97.161125,5.815485,High,36.476746
35,11.61375,7.2341604,1.6803783,8.782272,313.4285,85.803635,3.7029893,High,0.8037791
27,2.8767374,1.9078761,5.2394,7.2181873,185.56526,,5.5064883,Low,78.897194
22,10.259987,6.460693,6.574972,6.744639,,100.0,,High,18.396908
34,4.84658,4.2582355,0.88027465,4.7831616,124.585594,91.94154,6.2339396,Medium,15.118297
37,5.0841846,4.384382,4.0096364,5.0714984,94.35724,99.38962,6.1116185,Medium,43.003296
22,10.643608,10.4349165,6.660178,5.8365116,185.11685,79.90233,7.38471,High,10.410405
36,11.9706545,7.6693854,4.165818,6.406435,67.64,98.29384,5.993694,High,0.0
38,,5.9592576,0.98380435,4.1449447,310.85068,77.6977,,High,0.0
36,7.89351,2.7986083,4.833701,4.6944284,58.74479,100.0,2.7303731,Medium,46.346138
21,5.8423653,3.2435613,3.5171432,5.4887104,196.478,96.61609,,Medium,53.649494
38,5.2832775,4.115685,2.4308677,5.9291945,,98.71389,,Medium,0.0
,8.292304,2.6556215,1.7826711,5.5349693,196.94942,99.7813,3.1998417,,11.60839
30,7.1896057,4.5134716,8.076822,,20.805313,98.50286,3.3561924,Medium,97.56617
24,7.4831114,7.127329,2.4153938,8.529407,,100.0,,High,22.201733
16,5.9110675,2.8668122,3.3190668,5.5159893,195.17049,95.61572,5.949462,Medium,38.95358
24,2.6663866,0.8132118,2.3621078,7.6369534,188.63007,92.9007,2.8207216,Low,46.522354
16,9.5959015,6.1072016,5.561008,5.2051845,115.23694,100.0,3.1139615,High,36.981846
20,4.827565,3.9263198,,3.9891913,89.825905,99.585464,,Medium,26.381317
,6.211998,1.3800076,4.7069626,5.816474,,95.94146,,Low,50.185856
35,8.775513,,4.051958,6.2270737,,94.86834,,Medium,22.100006
15,7.721067,6.8034234,5.4242873,7.9650245,171.43503,100.0,6.5107784,High,41.67628
19,11.164123,9.7558775,2.4408164,7.595053,113.99179,79.40904,7.2747765,High,0.0
37,7.4779816,3.655032,4.7805843,9.713143,217.86469,100.0,9.236655,Medium,64.59641
17,11.196742,6.6878448,3.7682018,5.8984294,271.63354,97.495735,11.303075,,0.0
21,7.876149,3.5530722,6.174036,5.63211,281.2124,100.0,6.263997,Medium,45.73071
32,3.8440545,2.891377,5.964877,7.496712,43.35074,100.0,-2.3822067,Medium,65.20616
25,,1.7885886,2.3033905,,244.82603,96.46014,,Low,56.11282
39,2.0739882,0.7067398,7.3959775,4.189482,200.12294,96.347824,5.583131,Low,79.64971
15,,1.6848859,2.791984,7.252918,208.81201,100.0,,Low,66.054596
28,6.3966665,5.284342,7.535322,6.009592,160.088,100.0,5.334173,High,57.68009
27,8.307516,3.1436086,4.3878937,8.563721,112.96732,100.0,3.8383675,Medium,37.47134
30,1.9106525,1.7754484,3.6397398,5.161642,209.9329,95.107635,5.031589,Medium,55.983505
26,6.4781084,,1.70017,5.75201,73.247765,100.0,1.1536316,Medium,38.308376
29,8.8028755,3.5108287,1.8004488,7.399499,290.77475,87.507805,11.547203,Medium,5.498324
31,6.8780384,3.835425,,4.8682365,73.31288,100.0,0.93790704,Medium,48.108185
19,9.078318,5.862664,2.7439544,4.3694215,76.96225,89.07992,1.3063895,High,0.0
34,11.538646,7.446943,5.3376546,4.6167,241.25458,91.10584,13.517781,High,26.20064
31,7.126277,5.2770233,1.9534324,6.898349,236.4726,93.28303,7.9763336,Medium,11.40337
18,9.940772,6.682562,2.270831,,265.18668,75.16116,9.807286,High,
16,5.9206266,4.2796874,6.9919715,7.7221684,207.36378,96.87119,1.270086,Medium,56.536594
39,4.0822353,4.730014,4.0751534,6.5488253,236.10835,97.724,,Medium,58.332787
15,,2.2894819,4.4013023,9.357082,0.0,99.277115,,,65.07245
24,4.202742,2.91716,6.844407,9.254522,,98.52719,,Medium,
25,5.9955254,,4.2125,,78.05004,97.723625,5.074829,Medium,39.19196
,2.639588,1.6019003,5.3475547,6.46346,235.55228,96.10121,6.767591,Low,52.766766
38,11.284229,8.35335,6.613752,6.128379,204.20375,88.843285,8.7935095,High,35.154095
,,,2.3269029,,171.56857,98.498314,2.0732653,Medium,35.699524
16,2.0386078,2.057259,1.7592225,6.308736,288.907,100.0,3.9664576,Low,32.23658
34,3.27519,,7.055708,5.7388344,287.78497,94.72308,8.650374,Medium,81.28711
39,,4.560572,5.3888745,8.419992,228.97202,100.0,,Medium,52.711666
35,9.647731,5.0973787,,6.6838884,184.53555,100.0,,High,50.16797
36,4.370758,2.6801498,6.702554,8.788819,0.0,98.66837,-1.4886996,,98.88149
34,11.808165,5.140599,2.152525,4.0247893,213.42867,84.71458,8.251949,Medium,22.460295
36,11.169643,8.199098,0.0,5.334174,117.950294,75.26823,10.329127,High,3.2388444
35,4.910423,3.5062115,3.3041482,7.0554285,210.68417,91.14072,8.674594,Medium,61.981915
17,9.909976,,2.910648,7.9030867,572.61176,89.31742,9.12374,,0.0
28,8.13093,6.5641775,0.47021323,5.6919446,224.31242,74.172745,9.513793,High,7.54069
36,9.694864,6.6660337,,8.798931,116.41087,99.60817,6.5947413,High,31.634804
38,10.647081,6.186626,2.7175384,6.588227,254.5745,100.0,9.4590225,High,17.310736
32,10.007168,3.0772645,7.602557,4.900098,54.924656,98.98722,1.4139898,Medium,74.08357
30,6.6130934,4.0172167,6.964683,6.5829225,131.72179,100.0,1.0119823,Medium,65.62909
16,11.058244,9.822075,8.370907,4.2602067,152.69966,93.53497,8.701376,High,0.0
34,4.6589437,2.591203,1.0673845,6.5095787,69.22319,100.0,3.3278716,Medium,17.16547
38,10.18097,3.2278688,6.7963724,8.205431,217.5914,97.97855,8.357541,Medium,87.27186
,10.576017,6.6429396,7.295175,4.9711366,98.76707,96.14654,5.4963117,High,39.85225
36,4.1755424,2.5918252,4.465379,7.3266497,166.5708,100.0,4.6025553,Medium,
36,8.967128,5.4107594,5.8552,5.6993856,184.71512,100.0,7.1112,Medium,62.95954
35,6.047643,,1.6021812,3.3694828,138.17482,100.0,6.701468,Medium,14.327148
15,2.54701,1.3868283,,6.622336,271.53168,100.0,,Low,40.765263
16,2.0246365,0.5269026,4.409101,3.5465674,106.5065,100.0,4.1845336,Low,52.545948
36,6.5432377,5.4345465,4.5740848,6.434503,306.7338,88.732124,6.558603,High,26.094067
33,16.0,6.9045615,2.9048815,7.4665318,471.4993,93.2281,17.037447,High,7.6784396
27,11.797455,4.2549677,2.2571025,4.392958,276.2707,88.83318,8.381028,Medium,0.0
30,4.385995,1.1983118,5.3661313,7.1690536,206.79619,100.0,4.3858204,Low,100.0
16,5.818817,2.010049,0.52180594,6.717862,279.2446,90.87366,7.018097,Medium,0.0
24,9.631495,5.3171616,5.1145697,7.5074506,224.37914,94.64712,7.817389,High,27.928246
31,11.873601,6.372254,8.072899,5.3918457,143.30367,99.79919,7.851806,High,54.006447
32,8.591629,6.7596073,3.3945642,5.7216887,166.82036,90.01304,6.765959,High,10.024577
33,2.2034438,0.5314956,2.5672727,6.9070296,102.49368,98.94778,6.303131,Low,70.97479
27,9.533773,7.157911,4.4682655,8.593967,188.85141,100.0,8.795274,High,22.525826
23,4.587254,2.6755292,3.1399488,5.411495,265.31982,100.0,6.2011323,Medium,11.034781
23,6.2114534,,1.3246413,5.841074,50.28527,95.17438,3.5418286,,18.943287
32,11.819941,3.8397624,7.083222,6.5824113,,98.67522,,Medium,70.611176
,3.9253185,3.8962023,5.0020466,4.558438,279.327,93.000374,7.4572325,Medium,25.535591
35,3.3191044,2.2362132,5.834309,7.897426,170.45938,98.77867,0.850343,Medium,62.685337
,6.0505567,2.7408376,1.3700203,6.590872,94.1157,97.61451,5.769894,Low,
22,11.1642,7.361603,4.350324,4.366931,175.86832,90.20547,5.3781857,,9.591267
38,11.782289,4.7109685,8.462743,5.1552634,166.63533,100.0,7.7647276,Medium,
20,5.7400875,2.5581446,3.1946557,3.988317,159.03452,100.0,7.2925315,Medium,39.79643
25,6.3068666,3.8783412,7.6265345,9.129108,63.310425,96.19705,2.7311451,Medium,100.0
27,11.235772,9.418765,8.172397,7.380866,0.0,99.11559,-1.4853233,High,29.122732
16,2.433164,0.85843366,1.2275602,6.212716,256.06534,95.95842,2.4049113,Low,41.184402
29,12.225996,8.391644,4.1254234,6.5993204,76.395065,,7.5287066,High,
35,8.697638,1.3403051,,5.111566,,100.0,,Medium,36.38303
23,3.4069269,1.1695706,6.2966876,9.05947,229.55824,100.0,5.6253757,Medium,80.417595
18,1.9619342,1.8291456,4.9605546,6.274569,123.19523,100.0,3.9263575,Low,41.970215
27,,4.3654504,4.1172347,,20.553429,100.0,,Medium,20.485945
21,3.2444892,,4.389044,5.668952,111.4407,100.0,2.051395,Low,64.54352
,6.4243507,4.4603047,5.188915,8.31992,,99.29932,6.022408,Medium,39.39669
25,9.766363,5.5400405,4.042228,3.989689,300.71506,,10.102598,,28.178226
27,5.809897,6.53478,4.551875,9.142086,49.640762,100.0,-0.41346315,High,43.14364
35,11.170769,4.751341,2.809214,5.237542,246.43678,92.48749,11.161393,Medium,16.017223
38,11.074061,8.104423,3.0505512,9.176433,165.24442,89.486946,10.707707,High,
33,,10.553853,,6.855936,492.83014,,,High,5.2967343
35,,3.461064,7.603506,4.132908,292.18655,,3.983632,Medium,67.2005
29,8.029526,4.778232,4.567578,8.930733,190.70044,100.0,7.938398,Medium,46.320633
38,4.8658934,2.017089,2.190212,6.7511187,548.03107,96.11643,9.0377,Medium,32.113247
39,3.7041643,3.2003074,1.1093293,3.5461211,182.38506,100.0,7.4994597,Medium,15.982028
25,10.288379,8.316938,2.4867203,3.5380569,203.65811,72.38408,10.525079,High,6.8047795
33,3.9094985,2.943462,5.478021,7.320837,253.10237,97.840996,2.1896706,Medium,61.93908
32,11.463396,3.7899573,3.5343385,4.1403446,145.37749,98.6992,8.375376,Medium,32.733982
31,7.7316546,5.249916,1.6933407,4.401079,123.356674,95.27518,7.1162496,Medium,0.0
37,11.04287,9.454761,6.5001316,7.2162304,274.5159,88.41946,11.139032,High,0.0
19,18.399529,7.2287054,4.569996,8.447544,427.24167,96.775085,8.879405,High,31.92436
22,11.667296,5.5095544,8.224703,7.013473,269.4742,100.0,11.859625,Medium,73.70076
38,11.402434,9.856777,,5.1723185,231.54622,56.88908,,High,10.868151
19,10.825685,5.441487,3.558468,4.544745,14.813416,96.90168,5.75827,Medium,
36,4.695498,1.9312577,,8.200826,208.30464,96.96436,6.7271323,Low,36.94423
29,8.665944,8.345513,3.6985073,7.9312806,76.28713,100.0,6.5545964,High,25.524338
26,5.4193673,2.133759,8.490528,8.72113,42.15192,100.0,4.089812,Medium,
18,4.634294,3.2553275,7.482404,,36.99221,99.282166,-0.9642925,Medium,75.42777
23,,2.419399,4.541662,3.768939,280.4453,98.60019,,,37.104958
34,9.450484,5.608617,7.950478,4.8342834,44.60422,95.01688,4.861975,High,68.78829
35,7.946107,3.1150694,4.2275257,7.580678,85.56319,97.44106,4.0417295,Medium,37.368786
19,2.008054,0.45581266,3.7509415,,47.379753,100.0,-0.9912491,Low,82.08446
29,6.2975698,,7.531945,8.124142,152.11948,99.01031,4.324219,High,100.0
15,4.411935,3.5812316,6.8008924,6.6194634,111.65679,100.0,2.9701896,Medium,56.967155
23,15.703229,3.8223238,4.021016,6.3345194,594.2435,100.0,9.03391,Medium,32.240837
32,10.609363,3.6595018,6.1592054,7.5836916,,,4.4723263,Medium,60.774315
25,3.833512,1.7438794,6.6813345,7.79657,146.70953,100.0,4.0652237,Low,79.68716
38,11.35255,9.474663,,8.414728,254.3432,73.34194,,High,11.961794
27,4.5975122,2.3297923,7.6515417,6.2870913,118.80833,97.70523,4.812611,Medium,100.0
19,3.3916266,4.0121737,3.349494,6.3361044,53.376392,100.0,5.1789064,Medium,37.9427
34,7.8424006,4.813054,3.492775,7.6273546,220.0332,100.0,5.648834,Medium,35.3073
17,9.112552,5.120632,5.624326,7.1560235,89.39266,96.98837,4.776611,High,25.09755
29,4.902336,4.8003926,0.8293437,5.800527,111.9966,86.40305,6.3866243,Medium,0.0
35,,1.6655674,1.3985612,4.538014,556.19995,100.0,,Low,34.3488
17,5.8034425,3.9357376,5.610429,5.7318993,25.235458,100.0,-0.9817473,Medium,46.28155
26,6.2453628,4.175704,1.8995527,8.643074,199.51389,100.0,8.27269,Medium,33.66275
27,,,5.788669,7.0523973,31.838247,98.78777,1.338506,High,20.899471
36,5.0875483,1.3210661,7.750966,7.6020956,256.32895,100.0,5.7460017,Low,100.0
29,3.5575464,3.226522,5.605333,,84.422615,100.0,,Medium,82.30812
37,5.021929,2.7676718,7.719736,8.293875,204.25809,100.0,5.869398,Medium,74.902885
22,4.542148,2.3804066,3.9552715,8.126309,31.899223,100.0,0.8803933,Medium,77.77425
29,8.91304,5.9663396,,8.791626,165.7458,100.0,8.665217,High,10.887625
23,10.15706,4.03283,7.9746375,7.7214503,215.37292,98.57625,6.563834,Medium,100.0
29,2.6390507,1.4161446,5.742217,7.2314596,298.7543,95.62304,4.60948,,80.02816
21,7.0249333,5.5032864,1.4732819,7.1270156,170.71695,79.69614,7.309293,High,5.989123
20,3.4372187,1.5011932,0.0,5.561105,203.69858,100.0,3.6438332,Low,17.019152
,10.867886,5.3317447,4.814668,7.2547526,295.17798,89.41152,13.489569,High,19.080755
39,7.572833,2.3847327,2.709104,8.522423,265.9151,100.0,8.663225,Medium,44.833893
22,6.6264024,5.8205366,6.272146,8.337644,288.08737,95.63748,6.060784,High,
34,7.61086,1.521289,5.459491,8.656268,184.15086,99.45408,5.0519185,Medium,65.7125
33,5.624306,2.6987872,7.0036936,5.671516,,100.0,1.0891885,Medium,84.78907
36,7.4197063,5.6855683,0.8674838,7.5795546,177.24722,100.0,8.986208,Medium,11.896566
30,6.6850624,3.6852722,3.5797741,4.7891626,252.84482,94.04857,5.5364604,Medium,15.337497
,8.727096,,0.0,6.7173214,255.31075,67.76205,8.732195,High,0.0
27,8.240168,4.2495437,5.801079,7.825633,76.85775,98.9037,3.8178942,Medium,64.074615
33,3.8093019,2.9166055,2.311695,,31.867779,94.73779,4.9334416,Medium,31.030294
39,9.356804,8.543888,6.0819864,4.713959,268.0533,80.25139,10.2131605,High,7.1533337
29,11.236453,5.224426,7.444252,5.460289,327.07806,92.65472,8.446386,High,63.01462
35,2.7976296,0.87119883,7.753668,5.026671,89.409836,99.02333,0.92298186,Low,100.0
22,8.713258,5.4103317,7.794937,5.7022076,73.69469,99.98902,6.357551,High,76.90934
15,9.891054,5.3113236,1.098197,7.7248697,98.6625,98.65843,9.123871,High,11.095327
39,9.991893,4.3889847,2.3931391,8.324373,218.63054,100.0,10.044139,Medium,12.786585
20,5.430051,1.7179435,8.046647,6.6499386,135.30887,100.0,4.5612063,Low,89.27171
23,,1.6743754,4.91237,7.4318056,202.21938,100.0,,Medium,52.84686
28,11.5198965,5.3386464,6.6737623,8.793888,205.98454,97.22402,11.534119,High,
21,7.801628,6.5273,8.161431,6.7254763,251.20088,100.0,5.986108,High,24.609756
37,8.905901,6.3920584,1.7656542,8.203616,156.04321,93.076904,8.16352,High,10.911484
15,11.894013,9.256863,1.0223751,5.6949615,197.17046,61.30406,10.937099,High,0.0
27,14.646508,8.276552,7.007171,6.733768,441.9043,100.0,11.316504,High,22.034529
24,9.252166,4.273092,1.8228351,6.91099,157.44983,100.0,7.126034,Medium,33.73353
25,6.772553,2.6202507,2.0442731,,185.2125,98.20336,6.8839946,Medium,48.245777
37,11.504685,4.8208575,4.464784,8.119496,,100.0,,High,34.22165
18,9.9276495,2.4807703,1.4927311,6.235328,184.02129,100.0,8.117962,Medium,16.656513
38,10.128086,6.1842246,5.8313007,8.268521,,96.69744,,High,42.42695
23,10.383248,7.7303963,3.0642622,6.145042,146.7536,85.99972,5.5531397,High,3.842594
,,8.82893,1.3004789,6.7843003,252.55222,69.77361,7.3366184,High,6.9143515
15,11.572652,6.2781277,6.238057,6.2664537,269.24814,98.966,8.126889,High,15.325846
15,2.4637415,2.1948297,3.2897902,6.3041496,165.29556,97.27583,5.0393386,Medium,35.798973
16,6.917085,4.2561574,7.086291,5.9883056,227.45529,100.0,7.5651155,Medium,71.52901
31,9.12823,2.3529344,,8.413165,276.06155,95.82953,,Medium,60.878075
38,4.01148,1.5599654,7.774937,3.278072,162.65036,96.599686,4.7498894,Low,67.11878
36,10.894697,6.9448028,5.1897116,7.6338615,271.4321,93.47436,9.831156,High,40.880577
37,8.417907,6.616924,0.5475687,4.755062,21.550219,73.541275,3.4396594,High,0.0
29,4.5588136,2.059072,7.3832135,6.8415546,326.95126,100.0,4.713155,Medium,90.998215
24,7.1715374,2.6530704,3.3963153,5.757936,69.91029,100.0,1.4408436,Medium,38.604855
35,7.412895,4.577151,5.63277,8.722122,191.44797,94.6833,5.391233,High,61.3206
38,6.170005,3.930667,,8.622286,25.665071,99.49408,,Medium,53.85742
17,8.37789,6.4873886,,7.2244153,67.97139,76.31828,5.8054028,High,12.509126
33,11.105907,8.265544,2.6704164,6.689361,131.58736,92.49254,7.4294696,High,17.083849
15,7.0175962,4.299289,7.5208573,4.707574,41.564045,99.19709,-0.026928948,Medium,77.99576
28,9.446851,6.0202513,,8.842193,83.150635,99.75751,,High,16.367018
36,8.305967,5.718785,5.9244747,5.368275,178.95119,97.76515,4.303747,Medium,71.901405
27,8.0767975,,2.8741107,8.429466,102.794815,100.0,5.4732866,High,5.157808
34,12.52641,6.418315,7.0948057,7.935414,18.221512,96.14926,6.5052285,High,72.74341
34,7.5396833,3.9880712,0.120579705,7.9454675,258.05194,83.540794,8.979369,Medium,1.852975
38,3.4082968,0.80881983,4.506563,6.514775,105.00757,100.0,0.8384526,Low,63.769863
37,10.562885,6.6726365,8.105838,4.683429,295.12274,99.24592,10.369467,High,33.410995
32,4.1132054,1.7051233,0.0,5.7629433,173.44193,92.17819,2.8463304,Low,10.728309
27,3.3682609,2.740135,6.877668,6.1515517,72.04897,94.56495,4.5459056,Medium,67.32813
26,11.179326,8.649806,2.5345948,6.779171,19.766882,81.58547,5.789091,High,
34,5.400027,4.4058347,3.9312367,6.6722527,80.72109,97.12185,2.6282449,Medium,37.85314
27,8.559593,3.858124,0.39712334,4.67261,85.56073,,3.0391095,Medium,0.0
24,9.949387,1.620973,4.7033467,7.0846033,179.49724,100.0,4.8496776,Medium,39.571747
